animal,fov,treatment,stimulated,cell_id,x_px,y_px,x_um,y_um,site_x_px,site_y_px,distance_um,soma_area_px,activity_marker_intensity
A01,A01_F2,Control,0,A01_F2_C004,213.47226478696717,148.60993719955957,160.10419859022537,111.45745289966968,122.84660107117423,123.7533144167389,70.47950215348911,56.0,44.57297683676984
A01,A01_F2,Control,0,A01_F2_C005,36.77412100741808,176.43099983729482,27.58059075556356,132.3232498779711,122.84660107117423,123.7533144167389,75.68466377441287,47.0,54.975188646313896
A01,A01_F2,Control,0,A01_F2_C006,192.86537899591477,158.57252227516955,144.64903424693605,118.92939170637716,122.84660107117423,123.7533144167389,58.64888025447743,55.0,47.43499524304785
A01,A01_F2,Control,0,A01_F2_C007,18.41203971068512,84.93975857190614,13.80902978301384,63.704818928929605,122.84660107117423,123.7533144167389,83.56046744532499,73.0,51.71919104276983
A01,A01_F2,Control,0,A01_F2_C008,199.97822738659897,46.73818948095983,149.98367053994923,35.05364211071988,122.84660107117423,123.7533144167389,81.7486831783943,108.0,49.97808009707004
A01,A01_F2,Control,0,A01_F2_C009,15.451316822638208,68.54451508945962,11.588487616978655,51.40838631709472,122.84660107117423,123.7533144167389,90.56621452625588,131.0,49.857958663112825
A01,A01_F2,Control,0,A01_F2_C010,121.12332815327348,143.70636340674582,90.84249611495513,107.77977255505937,122.84660107117423,123.7533144167389,15.020495376993807,101.0,69.82434596951092
A01,A01_F2,Control,0,A01_F2_C011,201.87988874678967,183.84694657557847,151.40991656009226,137.88520993168385,122.84660107117423,123.7533144167389,74.46372719390232,81.0,54.198358116807725
A01,A01_F2,Control,0,A01_F2_C012,122.51635555507012,28.78467414104289,91.8872666663026,21.588505605782167,122.84660107117423,123.7533144167389,71.22691085592189,62.0,53.156218265564455
A01,A01_F2,Control,0,A01_F2_C013,40.403232737351416,68.94243597626462,30.30242455301356,51.706826982198464,122.84660107117423,123.7533144167389,74.25053551944316,82.0,57.99854396004029
A01,A01_F2,Control,0,A01_F2_C014,204.43784312518991,137.45733448216907,153.32838234389243,103.0930008616268,122.84660107117423,123.7533144167389,62.05057338213936,85.0,66.153110173427
A01,A01_F2,Control,0,A01_F2_C015,144.72898818701148,87.99494698590942,108.5467411402586,65.99621023943206,122.84660107117423,123.7533144167389,31.44190810531592,120.0,57.361870904472
A01,A01_F2,Control,0,A01_F2_C016,236.2714463630612,169.34194234325193,177.20358477229587,127.00645675743894,122.84660107117423,123.7533144167389,91.68276376021925,154.0,47.45032102450372
A01,A01_F2,Control,0,A01_F2_C017,213.08806120855016,18.373152552462265,159.81604590641265,13.7798644143467,122.84660107117423,123.7533144167389,104.05422167685003,61.0,57.28793943296996
A01,A01_F2,Control,0,A01_F2_C018,55.97193591073494,234.3880585919924,41.978951933051206,175.79104394399428,122.84660107117423,123.7533144167389,96.95695150793787,106.0,46.49605615376363
A01,A01_F2,Control,0,A01_F2_C019,159.3927566369471,94.32328144889505,119.54456747771032,70.74246108667127,122.84660107117423,123.7533144167389,35.19209334507399,86.0,61.28006669132712
A01,A01_F2,Control,0,A01_F2_C020,22.310856477376888,156.14341803145635,16.733142358032666,117.10756352359226,122.84660107117423,123.7533144167389,79.21844512912241,65.0,58.05813824979127
A01,A01_F2,Control,0,A01_F2_C021,219.13169929162265,194.6802944842397,164.34877446871695,146.0102208631798,122.84660107117423,123.7533144167389,89.6915233478593,68.0,47.98539673183269
A01,A01_F2,Control,0,A01_F2_C022,131.30301027020573,240.7204854663792,98.4772577026543,180.5403640997844,122.84660107117423,123.7533144167389,87.95434527322806,99.0,53.95071457449399
A01,A01_F2,Control,0,A01_F2_C023,185.59437447107447,26.52564626524444,139.19578085330585,19.89423469893333,122.84660107117423,123.7533144167389,86.78800417086786,135.0,57.035281463089184
A01,A01_F2,Control,0,A01_F2_C024,128.25420765606196,210.14069506039075,96.19065574204647,157.60552129529304,122.84660107117423,123.7533144167389,64.91734922722556,65.0,58.48178881595493
A01,A01_F2,Control,0,A01_F2_C025,147.03329791489665,39.3780381115519,110.27497343617247,29.533528583663927,122.84660107117423,123.7533144167389,65.83010899375806,97.0,49.76027780156271
A01,A01_F2,Control,0,A01_F2_C026,85.87141114406141,17.702070277910316,64.40355835804606,13.276552708432735,122.84660107117423,123.7533144167389,84.23415262003866,55.0,60.85041926505346
A01,A01_F2,Control,0,A01_F2_C027,39.04949955335796,51.66913755199832,29.28712466501847,38.75185316399874,122.84660107117423,123.7533144167389,82.90157756094335,117.0,57.729688546977926
A01,A01_F2,Control,0,A01_F2_C028,240.08221007016692,66.84292888348057,180.0616575526252,50.132196662610426,122.84660107117423,123.7533144167389,97.73907227606674,119.0,48.65089512877969
A01,A01_F2,Control,0,A01_F2_C029,241.23832571020347,147.3635658614508,180.9287442826526,110.5226743960881,122.84660107117423,123.7533144167389,90.54225530331686,116.0,45.13904609530853
A01,A01_F2,Control,0,A01_F2_C030,105.11686173479512,60.028779767158575,78.83764630109634,45.02158482536893,122.84660107117423,123.7533144167389,49.60874403719924,92.0,52.98211884757362
A01,A01_F2,Control,0,A01_F2_C031,85.29649547996664,181.8518178747632,63.97237160997498,136.38886340607235,122.84660107117423,123.7533144167389,51.88269148145415,95.0,60.377925515380376
A01,A01_F2,Control,0,A01_F2_C032,206.01649406692903,33.023646045236006,154.5123705501968,24.767734533927005,122.84660107117423,123.7533144167389,92.31127179736563,111.0,48.5193481172844
A01,A01_F2,Control,0,A01_F2_C033,91.05505530752608,197.040424251532,68.29129148064456,147.780318188649,122.84660107117423,123.7533144167389,59.91417072040035,60.0,54.09228860208047
A01,A01_F2,Control,0,A01_F2_C034,190.2166096457708,59.06511938265765,142.6624572343281,44.29883953699324,122.84660107117423,123.7533144167389,70.0488783319266,45.0,55.84350451509693
A01,A01_F2,Control,0,A01_F2_C035,234.11131302348085,25.37474372745958,175.58348476761063,19.031057795594684,122.84660107117423,123.7533144167389,111.38997196512392,107.0,54.910571811044775
A01,A01_F2,Control,0,A01_F2_C036,230.00833805699847,138.72025995501218,172.50625354274885,104.04019496625914,122.84660107117423,123.7533144167389,81.15141172257935,91.0,44.55928567817565
A01,A01_F2,Control,0,A01_F2_C037,159.91588652343356,46.09147241025394,119.93691489257516,34.56860430769046,122.84660107117423,123.7533144167389,64.54138335693611,69.0,58.45212228192521
A01,A01_F2,Control,0,A01_F2_C038,39.92452965980389,112.86071932308565,29.94339724485292,84.64553949231424,122.84660107117423,123.7533144167389,62.725825520295146,86.0,59.815150099385605
A01,A01_F2,Control,0,A01_F2_C039,144.371659557947,145.18172737104456,108.27874466846023,108.88629552828344,122.84660107117423,123.7533144167389,22.779575859463968,72.0,60.04087433884227
A01,A01_F2,Control,0,A01_F2_C040,204.68077933618807,110.2821566426612,153.51058450214109,82.71161748199589,122.84660107117423,123.7533144167389,62.20165965267601,116.0,51.330176887904734
A02,A02_F1,Control,0,A02_F1_C001,152.58024633875203,126.18515594627225,114.43518475406404,94.6388669597042,139.4686178183567,139.40762770949294,13.965889377949845,104.0,56.87042343989104
A02,A02_F1,Control,0,A02_F1_C002,92.73107169601504,156.2886979493391,69.54830377201128,117.21652346200432,139.4686178183567,139.40762770949294,37.26955757537385,150.0,52.29807062024431
A02,A02_F1,Control,0,A02_F1_C003,63.20248216108553,151.11019127529514,47.40186162081415,113.33264345647136,139.4686178183567,139.40762770949294,57.86906609911744,72.0,45.18450116598528
A02,A02_F1,Control,0,A02_F1_C004,160.32811672945962,25.98292814843953,120.24608754709472,19.48719611132965,139.4686178183567,139.40762770949294,86.49513370995136,43.0,41.888686123105245
A02,A02_F1,Control,0,A02_F1_C005,90.4075056654762,94.1130031973326,67.80562924910716,70.58475239799945,139.4686178183567,139.40762770949294,50.07953774894994,98.0,51.30121587131649
A02,A02_F1,Control,0,A02_F1_C006,234.83989451051897,106.3556894416517,176.12992088288922,79.76676708123878,139.4686178183567,139.40762770949294,75.70212982901614,69.0,49.53788419597369
A02,A02_F1,Control,0,A02_F1_C007,62.12270934942929,21.530434086679065,46.59203201207197,16.147825565009295,139.4686178183567,139.40762770949294,105.7404845008129,109.0,36.8175745180263
A02,A02_F1,Control,0,A02_F1_C008,60.087498104599575,86.50818423565083,45.06562357844968,64.88113817673812,139.4686178183567,139.40762770949294,71.54431300847246,74.0,43.45397683483937
A02,A02_F1,Control,0,A02_F1_C009,70.57095934518034,119.34117660412194,52.928219508885256,89.50588245309146,139.4686178183567,139.40762770949294,53.82027279953175,104.0,60.13907937373716
A02,A02_F1,Control,0,A02_F1_C010,124.55768658285535,26.273201722225775,93.41826493714152,19.704901291669334,139.4686178183567,139.40762770949294,85.58461015422273,74.0,45.93381170581467
A02,A02_F1,Control,0,A02_F1_C011,235.6008228151504,149.8991735613203,176.7006171113628,112.42438017099025,139.4686178183567,139.40762770949294,72.52726226528506,93.0,35.45940045872676
A02,A02_F1,Control,0,A02_F1_C012,13.163996477128498,38.93147516541878,9.872997357846373,29.198606374064084,139.4686178183567,139.40762770949294,121.04617698937768,45.0,29.180388172573156
A02,A02_F1,Control,0,A02_F1_C013,47.736867333917,74.62512575174286,35.80265050043775,55.96884431380714,139.4686178183567,139.40762770949294,84.22565652074513,100.0,46.842070015391634
A02,A02_F1,Control,0,A02_F1_C014,107.15910075457158,59.15218822280104,80.36932556592869,44.36414116710078,139.4686178183567,139.40762770949294,64.8862293464847,67.0,50.279349535415655
A02,A02_F1,Control,0,A02_F1_C015,80.58255509204976,133.83470740850993,60.43691631903732,100.37603055638245,139.4686178183567,139.40762770949294,44.36188708846042,58.0,54.23303859920493
A02,A02_F1,Control,0,A02_F1_C016,185.6025680402919,133.29633100222384,139.20192603021894,99.97224825166788,139.4686178183567,139.40762770949294,34.90272535447488,82.0,44.95175002894849
A02,A02_F1,Control,0,A02_F1_C017,72.64096452765023,79.1298764072664,54.48072339573767,59.34740730544979,139.4686178183567,139.40762770949294,67.49726055439376,94.0,39.87551546828629
A02,A02_F1,Control,0,A02_F1_C018,94.19878048368828,207.3981356681507,70.6490853627662,155.54860175111304,139.4686178183567,139.40762770949294,61.26204274622909,70.0,49.63347384287042
A02,A02_F1,Control,0,A02_F1_C019,63.65218399125632,226.6774761454503,47.73913799344224,170.00810710908772,139.4686178183567,139.40762770949294,86.7025889026124,116.0,47.78267476253678
A02,A02_F1,Control,0,A02_F1_C020,234.8963504104878,167.61962743280563,176.17226280786585,125.71472057460424,139.4686178183567,139.40762770949294,74.6329860402604,103.0,36.98599462290471
A02,A02_F1,Control,0,A02_F1_C021,82.98243908659498,176.1290824371376,62.23682931494624,132.0968118278532,139.4686178183567,139.40762770949294,50.529930873492496,102.0,45.45769422318264
A02,A02_F1,Control,0,A02_F1_C022,182.71289231598388,88.85619110945153,137.0346692369879,66.64214333208865,139.4686178183567,139.40762770949294,49.89340836497544,110.0,45.121771112269656
A02,A02_F1,Control,0,A02_F1_C023,182.52402357080757,217.6280275501097,136.89301767810565,163.2210206625823,139.4686178183567,139.40762770949294,66.96537829431304,107.0,46.352430170661066
A02,A02_F1,Control,0,A02_F1_C024,106.5098523134043,40.28909962821935,79.88238923505322,30.21682472116451,139.4686178183567,139.40762770949294,78.34094774345262,70.0,42.32494769703617
A02,A02_F1,Control,0,A02_F1_C025,66.09490975825524,170.4742772185444,49.57118231869143,127.85570791390828,139.4686178183567,139.40762770949294,59.75969571744467,79.0,47.98059927337855
A02,A02_F1,Control,0,A02_F1_C026,191.82284124711165,199.3162295220824,143.86713093533373,149.4871721415618,139.4686178183567,139.40762770949294,59.67099773848816,133.0,51.27973171008474
A02,A02_F1,Control,0,A02_F1_C027,199.12710359981327,120.47154706115953,149.34532769985998,90.35366029586964,139.4686178183567,139.40762770949294,46.94371009817772,110.0,50.26489733471631
A02,A02_F1,Control,0,A02_F1_C028,175.08922121264243,163.1470692467746,131.31691590948182,122.36030193508095,139.4686178183567,139.40762770949294,32.104805166122645,107.0,50.464424273030914
A02,A02_F1,Control,0,A02_F1_C029,82.84673528974943,20.25988812883412,62.13505146731208,15.19491609662559,139.4686178183567,139.40762770949294,98.93810971207424,84.0,44.15285994785194
A02,A02_F1,Control,0,A02_F1_C030,193.7099234517983,239.11024344153,145.2824425888487,179.33268258114748,139.4686178183567,139.40762770949294,85.12658859959528,86.0,32.890427657788344
A02,A02_F1,Control,0,A02_F1_C031,237.8149024156183,71.60308703115888,178.36117681171373,53.70231527336916,139.4686178183567,139.40762770949294,89.5910943105427,118.0,44.6269050009453
A02,A02_F1,Control,0,A02_F1_C032,152.98068009141178,221.93734421036427,114.73551006855884,166.4530081577732,139.4686178183567,139.40762770949294,62.72139257923987,71.0,39.70905914503237
A02,A02_F1,Control,0,A02_F1_C033,49.20458565806077,139.74366958565622,36.90343924354558,104.80775218924217,139.4686178183567,139.40762770949294,67.69849325954254,94.0,45.82732734885344
A02,A02_F1,Control,0,A02_F1_C034,141.30281111168208,207.854135914991,105.97710833376156,155.89060193624323,139.4686178183567,139.40762770949294,51.35330974914331,71.0,42.64935337366102
A02,A02_F1,Control,0,A02_F1_C035,193.17240579795697,23.32475276015871,144.8793043484677,17.493564570119034,139.4686178183567,139.40762770949294,95.9276994338528,132.0,32.9066039846749
A02,A02_F1,Control,0,A02_F1_C036,14.467478433013127,147.03058671302273,10.850608824759846,110.27294003476705,139.4686178183567,139.40762770949294,93.92501968473054,61.0,38.83199556735725
A02,A02_F1,Control,0,A02_F1_C037,128.4645532340835,67.69135447960888,96.34841492556262,50.76851585970665,139.4686178183567,139.40762770949294,54.41669065543229,76.0,46.46440641952052
A02,A02_F1,Control,0,A02_F1_C038,30.556349803560515,208.97363327736983,22.917262352670384,156.73022495802738,139.4686178183567,139.40762770949294,96.92516484805752,94.0,46.64547594679054
A02,A02_F1,Control,0,A02_F1_C039,241.5025649532587,45.693464216419656,181.12692371494404,34.27009816231474,139.4686178183567,139.40762770949294,103.90483544577282,86.0,44.315086999942615
A02,A02_F1,Control,0,A02_F1_C040,119.75248957360442,210.6127701082631,89.81436718020332,157.95957758119732,139.4686178183567,139.40762770949294,55.41326677392669,102.0,43.6683809672184
A02,A02_F2,Control,0,A02_F2_C001,136.90874563537687,46.98444846001469,102.68155922653266,35.23833634501102,135.56185171798182,119.40172101659168,54.32234772047346,122.0,39.11990412233847
A02,A02_F2,Control,0,A02_F2_C002,215.3128357294954,85.7017453896182,161.48462679712154,64.27630904221365,135.56185171798182,119.40172101659168,64.93418315521961,54.0,41.403159729395405
A02,A02_F2,Control,0,A02_F2_C003,240.72847497434896,236.4837634582389,180.54635623076172,177.3628225936792,135.56185171798182,119.40172101659168,118.03442553580749,156.0,42.16385504714864
A02,A02_F2,Control,0,A02_F2_C004,124.4621207801795,66.77157482488364,93.34659058513463,50.07868111866273,135.56185171798182,119.40172101659168,40.34091195321249,54.0,46.94259025546914
A02,A02_F2,Control,0,A02_F2_C005,161.44219058690496,145.75254441137724,121.08164294017872,109.31440830853292,135.56185171798182,119.40172101659168,27.70088051621876,125.0,48.98989587128741
A02,A02_F2,Control,0,A02_F2_C006,97.88340636818867,203.6777949180209,73.4125547761415,152.7583461885157,135.56185171798182,119.40172101659168,69.23650449995141,103.0,37.30187992497919
A02,A02_F2,Control,0,A02_F2_C007,202.38588323121056,133.51775257443126,151.78941242340795,100.13831443082344,135.56185171798182,119.40172101659168,51.224031110655375,90.0,36.422067902055154
A02,A02_F2,Control,0,A02_F2_C008,107.8728202823798,190.0147746846815,80.90461521178484,142.51108101351113,135.56185171798182,119.40172101659168,56.885835391800654,99.0,37.954796673185136
A02,A02_F2,Control,0,A02_F2_C009,149.32035828309247,191.2315833931296,111.99026871231936,143.42368754484718,135.56185171798182,119.40172101659168,54.85174945216602,46.0,48.75619673475936
A02,A02_F2,Control,0,A02_F2_C010,89.2370018470524,90.33648693047029,66.9277513852893,67.7523651978527,135.56185171798182,119.40172101659168,41.01601511331172,118.0,40.75969812583963
A02,A02_F2,Control,0,A02_F2_C011,158.99956296470478,229.7051758772941,119.2496722235286,172.27888190797057,135.56185171798182,119.40172101659168,84.57452562837186,142.0,36.87078205509516
A02,A02_F2,Control,0,A02_F2_C012,168.89739909492363,103.16530356171818,126.67304932119272,77.37397767128863,135.56185171798182,119.40172101659168,27.80953044394501,76.0,53.14397720213688
A02,A02_F2,Control,0,A02_F2_C013,137.048551133136,15.936691217187846,102.78641334985198,11.952518412890884,135.56185171798182,119.40172101659168,77.60678288609945,139.0,46.30628950916736
A02,A02_F2,Control,0,A02_F2_C014,185.79043514746988,34.77041623015768,139.3428263606024,26.07781217261826,135.56185171798182,119.40172101659168,73.81070175145926,69.0,49.802343308077326
A02,A02_F2,Control,0,A02_F2_C015,45.070429636813785,127.699347783568,33.802822227610335,95.774510837676,135.56185171798182,119.40172101659168,68.15328895315936,95.0,46.10472210538596
A02,A02_F2,Control,0,A02_F2_C016,218.7102841225262,118.25830229174984,164.03271309189464,88.69372671881239,135.56185171798182,119.40172101659168,62.36722043641025,79.0,41.44738085614173
A02,A02_F2,Control,0,A02_F2_C017,35.039393816305555,164.69183626327975,26.279545362229165,123.51887719745982,135.56185171798182,119.40172101659168,82.69054954122367,94.0,38.83137897236573
A02,A02_F2,Control,0,A02_F2_C018,218.1451430556837,69.33534294790942,163.60885729176275,52.00150721093207,135.56185171798182,119.40172101659168,72.43090672744428,44.0,36.04611863233736
A02,A02_F2,Control,0,A02_F2_C019,12.553111319328067,127.60257177083878,9.41483348949605,95.70192882812908,135.56185171798182,119.40172101659168,92.46135595074688,96.0,25.200289181730767
A02,A02_F2,Control,0,A02_F2_C020,42.43144974308511,196.0206149470572,31.823587307313836,147.0154612102929,135.56185171798182,119.40172101659168,90.44803069726144,44.0,37.51722404143568
A02,A02_F2,Control,0,A02_F2_C021,50.88261002361669,27.14198321018812,38.16195751771252,20.356487407641087,135.56185171798182,119.40172101659168,93.92214154099636,97.0,40.27624769104307
A02,A02_F2,Control,0,A02_F2_C022,96.30801627678828,25.71902617833512,72.23101220759119,19.28926963375134,135.56185171798182,119.40172101659168,76.18062343085504,87.0,42.91437853017477
A02,A02_F2,Control,0,A02_F2_C023,110.95060773845807,217.44731711817377,83.21295580384357,163.08548783863034,135.56185171798182,119.40172101659168,75.81551218509307,116.0,47.38596713194356
A02,A02_F2,Control,0,A02_F2_C024,106.05183622463092,124.80358794201464,79.53887716847319,93.60269095651098,135.56185171798182,119.40172101659168,22.500264757164658,93.0,47.20122738372422
A02,A02_F2,Control,0,A02_F2_C025,235.42242051141608,186.9029748650813,176.56681538356207,140.17723114881096,135.56185171798182,119.40172101659168,90.40083387260528,106.0,42.14875785929701
A02,A02_F2,Control,0,A02_F2_C026,239.1386748188393,206.4330999428887,179.35400611412945,154.82482495716653,135.56185171798182,119.40172101659168,101.46537981416098,59.0,34.29670973093643
A02,A02_F2,Control,0,A02_F2_C027,175.28266977435388,166.39372167155034,131.46200233076542,124.79529125366275,135.56185171798182,119.40172101659168,46.147808462054456,55.0,38.7381904876336
A02,A02_F2,Control,0,A02_F2_C028,36.01377192076714,183.13928714529308,27.01032894057536,137.3544653589698,135.56185171798182,119.40172101659168,88.65335503588855,59.0,34.65975614436468
A02,A02_F2,Control,0,A02_F2_C029,176.16898048639882,194.35990489795364,132.12673536479912,145.76992867346524,135.56185171798182,119.40172101659168,63.93796511974608,59.0,40.573004865403455
A02,A02_F2,Control,0,A02_F2_C030,66.1036156247369,104.48874940208262,49.57771171855268,78.36656205156197,135.56185171798182,119.40172101659168,53.28085347479485,102.0,46.08408299355527
A02,A02_F2,Control,0,A02_F2_C031,87.59125106180947,57.32304151032896,65.6934382963571,42.99228113274672,135.56185171798182,119.40172101659168,58.84007392340976,115.0,41.48667985785807
A02,A02_F2,Control,0,A02_F2_C032,170.23736294990445,67.38736598831429,127.67802221242836,50.54052449123572,135.56185171798182,119.40172101659168,46.88480422390733,58.0,42.30567845701018
